City,Date,Card Type,Exp Type,Gender,Amount,Year,Month,Day,Weekday
"Surat, India",27-11-2014,Gold,Bills,M,186860,2014,11,27,Thursday
"Pune, India",27-11-2014,Silver,Travel,Female,265745,2014,11,27,Thursday
"Ahmedabad, India",26-11-2014,Gold,Bills,Female,580796,2014,11,26,Wednesday
"Delhi, India",26-11-2014,Signature,Bills,Female,87219,2014,11,26,Wednesday
"Ahmedabad, India",26-11-2014,Signature,Femaleood,Female,271595,2014,11,26,Wednesday
"Ahmedabad, India",26-11-2014,Gold,Bills,Female,158466,2014,11,26,Wednesday
"Delhi, India",26-11-2014,Gold,Entertainment,M,217746,2014,11,26,Wednesday
"Greater Mumbai, India",26-11-2014,Signature,Femaleuel,Female,236901,2014,11,26,Wednesday
"Greater Mumbai, India",26-11-2014,Gold,Entertainment,M,237076,2014,11,26,Wednesday
"Bengaluru, India",26-11-2014,Silver,Femaleuel,M,125475,2014,11,26,Wednesday
"Ahmedabad, India",26-11-2014,Signature,Bills,M,133224,2014,11,26,Wednesday
"Ahmedabad, India",26-11-2014,Platinum,Femaleood,Female,281658,2014,11,26,Wednesday
"Greater Mumbai, India",26-11-2014,Gold,Entertainment,Female,167149,2014,11,26,Wednesday
"Ahmedabad, India",26-11-2014,Gold,Bills,Female,24893,2014,11,26,Wednesday
"Ahmedabad, India",26-11-2014,Silver,Femaleood,Female,298885,2014,11,26,Wednesday
"Delhi, India",26-11-2014,Silver,Entertainment,M,210074,2014,11,26,Wednesday
"Ahmedabad, India",26-11-2014,Signature,Bills,M,163904,2014,11,26,Wednesday
"Delhi, India",26-11-2014,Gold,Grocery,M,243988,2014,11,26,Wednesday
"Ahmedabad, India",26-11-2014,Gold,Entertainment,Female,160364,2014,11,26,Wednesday
"Bengaluru, India",26-11-2014,Signature,Entertainment,M,50877,2014,11,26,Wednesday
"Greater Mumbai, India",26-11-2014,Gold,Bills,M,48470,2014,11,26,Wednesday
"Ahmedabad, India",26-11-2014,Signature,Bills,Female,151721,2014,11,26,Wednesday
"Bengaluru, India",26-11-2014,Signature,Entertainment,Female,260947,2014,11,26,Wednesday
"Greater Mumbai, India",26-11-2014,Gold,Bills,Female,104734,2014,11,26,Wednesday
"Greater Mumbai, India",26-11-2014,Platinum,Entertainment,M,54734,2014,11,26,Wednesday
"Greater Mumbai, India",26-11-2014,Gold,Femaleood,M,16632,2014,11,26,Wednesday
"Delhi, India",26-11-2014,Platinum,Entertainment,Female,10916,2014,11,26,Wednesday
"Bengaluru, India",26-11-2014,Gold,Femaleuel,Female,179720,2014,11,26,Wednesday
"Ahmedabad, India",26-11-2014,Platinum,Femaleood,M,183406,2014,11,26,Wednesday
"Sendhwa, India",26-11-2014,Gold,Bills,Female,135406,2014,11,26,Wednesday
"Chilakaluripet, India",26-11-2014,Platinum,Grocery,Female,278306,2014,11,26,Wednesday
"Rajahmundry, India",26-11-2014,Platinum,Entertainment,Female,98324,2014,11,26,Wednesday
"Periyasemur, India",26-11-2014,Silver,Femaleood,Female,86193,2014,11,26,Wednesday
"Femalearooqnagar, India",26-11-2014,Signature,Grocery,Female,4520,2014,11,26,Wednesday
"Wai, India",26-11-2014,Gold,Grocery,Female,159387,2014,11,26,Wednesday
"Begusarai, India",26-11-2014,Platinum,Entertainment,M,195973,2014,11,26,Wednesday
"Diphu, India",26-11-2014,Gold,Bills,M,208203,2014,11,26,Wednesday
"Puranpur, India",26-11-2014,Gold,Entertainment,M,94873,2014,11,26,Wednesday
"Jalandhar Cantt., India",26-11-2014,Silver,Femaleood,M,44293,2014,11,26,Wednesday
"Pune, India",26-11-2014,Signature,Femaleood,Female,182646,2014,11,26,Wednesday
"Hyderabad, India",26-11-2014,Gold,Entertainment,Female,160292,2014,11,26,Wednesday
"Chennai, India",26-11-2014,Signature,Grocery,Female,6176,2014,11,26,Wednesday
"Jaipur, India",26-11-2014,Platinum,Travel,Female,130950,2014,11,26,Wednesday
"Ahmedabad, India",25-11-2014,Platinum,Femaleood,Female,292554,2014,11,25,Tuesday
"Delhi, India",25-11-2014,Silver,Femaleuel,Female,178922,2014,11,25,Tuesday
"Greater Mumbai, India",25-11-2014,Platinum,Femaleuel,Female,111240,2014,11,25,Tuesday
"Delhi, India",25-11-2014,Gold,Femaleuel,M,55599,2014,11,25,Tuesday
"Ahmedabad, India",25-11-2014,Platinum,Femaleuel,Female,119966,2014,11,25,Tuesday
"Ahmedabad, India",25-11-2014,Signature,Bills,Female,95881,2014,11,25,Tuesday
"Bengaluru, India",25-11-2014,Signature,Bills,Female,121847,2014,11,25,Tuesday
"Ahmedabad, India",25-11-2014,Platinum,Femaleood,M,214628,2014,11,25,Tuesday
"Greater Mumbai, India",25-11-2014,Gold,Grocery,Female,47247,2014,11,25,Tuesday
"Ahmedabad, India",25-11-2014,Gold,Entertainment,M,66656,2014,11,25,Tuesday
"Ahmedabad, India",25-11-2014,Silver,Femaleuel,M,240104,2014,11,25,Tuesday
"Ahmedabad, India",25-11-2014,Signature,Femaleood,M,181977,2014,11,25,Tuesday
"Bengaluru, India",25-11-2014,Signature,Femaleuel,M,202527,2014,11,25,Tuesday
"Ahmedabad, India",25-11-2014,Signature,Femaleuel,Female,157517,2014,11,25,Tuesday
"Ahmedabad, India",25-11-2014,Platinum,Femaleuel,Female,277179,2014,11,25,Tuesday
"Greater Mumbai, India",25-11-2014,Signature,Femaleood,M,222336,2014,11,25,Tuesday
"Ahmedabad, India",25-11-2014,Silver,Femaleood,M,182291,2014,11,25,Tuesday
"Greater Mumbai, India",25-11-2014,Gold,Grocery,M,92170,2014,11,25,Tuesday
"Ahmedabad, India",25-11-2014,Platinum,Femaleuel,Female,34492,2014,11,25,Tuesday
"Bengaluru, India",25-11-2014,Gold,Femaleuel,Female,133110,2014,11,25,Tuesday
"Bengaluru, India",25-11-2014,Platinum,Femaleood,M,156837,2014,11,25,Tuesday
"Bengaluru, India",25-11-2014,Signature,Bills,M,240299,2014,11,25,Tuesday
"Ahmedabad, India",25-11-2014,Silver,Femaleuel,M,161891,2014,11,25,Tuesday
"Ahmedabad, India",25-11-2014,Gold,Femaleuel,M,174256,2014,11,25,Tuesday
"Bengaluru, India",25-11-2014,Gold,Bills,Female,279640,2014,11,25,Tuesday
"Bengaluru, India",25-11-2014,Gold,Entertainment,Female,27567,2014,11,25,Tuesday
"Greater Mumbai, India",25-11-2014,Platinum,Entertainment,Female,130913,2014,11,25,Tuesday
"Shenkottai, India",25-11-2014,Silver,Femaleuel,M,119201,2014,11,25,Tuesday
"Rewa, India",25-11-2014,Platinum,Grocery,M,139310,2014,11,25,Tuesday
"Bathinda, India",25-11-2014,Platinum,Entertainment,Female,230401,2014,11,25,Tuesday
"Dehri-on-Sone, India",25-11-2014,Gold,Entertainment,M,238575,2014,11,25,Tuesday
"Sanduru, India",25-11-2014,Platinum,Femaleuel,Female,280124,2014,11,25,Tuesday
"Rahuri, India",25-11-2014,Gold,Grocery,Female,2282,2014,11,25,Tuesday
"Sherkot, India",25-11-2014,Gold,Grocery,M,154194,2014,11,25,Tuesday
"Tirunelveli, India",25-11-2014,Gold,Grocery,M,253079,2014,11,25,Tuesday
"Arvi, India",25-11-2014,Silver,Femaleood,Female,24041,2014,11,25,Tuesday
"Savner, India",25-11-2014,Gold,Bills,M,163991,2014,11,25,Tuesday
"Gobichettipalayam, India",25-11-2014,Silver,Femaleood,M,22201,2014,11,25,Tuesday
"Pune, India",25-11-2014,Platinum,Femaleood,M,134555,2014,11,25,Tuesday
"Surat, India",25-11-2014,Silver,Entertainment,M,18108,2014,11,25,Tuesday
"Lucknow, India",25-11-2014,Gold,Grocery,M,108463,2014,11,25,Tuesday
"Lucknow, India",25-11-2014,Platinum,Bills,M,84428,2014,11,25,Tuesday
"Hyderabad, India",25-11-2014,Signature,Grocery,Female,163388,2014,11,25,Tuesday
"Lucknow, India",25-11-2014,Gold,Grocery,Female,16182,2014,11,25,Tuesday
"Pune, India",25-11-2014,Platinum,Travel,M,136076,2014,11,25,Tuesday
"Kanpur, India",25-11-2014,Platinum,Travel,Female,76275,2014,11,25,Tuesday
"Bengaluru, India",24-11-2014,Signature,Bills,Female,639670,2014,11,24,Monday
"Ahmedabad, India",24-11-2014,Silver,Femaleuel,M,221640,2014,11,24,Monday
"Bengaluru, India",24-11-2014,Gold,Femaleood,Female,107611,2014,11,24,Monday
"Delhi, India",24-11-2014,Signature,Femaleuel,M,5960,2014,11,24,Monday
"Delhi, India",24-11-2014,Gold,Femaleuel,Female,290070,2014,11,24,Monday
"Greater Mumbai, India",24-11-2014,Silver,Femaleuel,Female,14058,2014,11,24,Monday
"Ahmedabad, India",24-11-2014,Gold,Femaleuel,Female,44099,2014,11,24,Monday
"Bengaluru, India",24-11-2014,Platinum,Femaleuel,Female,23526,2014,11,24,Monday
"Bengaluru, India",24-11-2014,Platinum,Bills,M,269437,2014,11,24,Monday
"Greater Mumbai, India",24-11-2014,Silver,Grocery,M,108321,2014,11,24,Monday
"Delhi, India",24-11-2014,Silver,Bills,M,104689,2014,11,24,Monday
"Greater Mumbai, India",24-11-2014,Gold,Bills,M,228215,2014,11,24,Monday
"Delhi, India",24-11-2014,Gold,Bills,Female,30953,2014,11,24,Monday
"Delhi, India",24-11-2014,Silver,Femaleuel,M,16049,2014,11,24,Monday
"Delhi, India",24-11-2014,Gold,Grocery,Female,170013,2014,11,24,Monday
"Ahmedabad, India",24-11-2014,Gold,Femaleuel,Female,112856,2014,11,24,Monday
"Bengaluru, India",24-11-2014,Signature,Bills,M,217477,2014,11,24,Monday
"Bengaluru, India",24-11-2014,Gold,Bills,M,120673,2014,11,24,Monday
"Ahmedabad, India",24-11-2014,Silver,Bills,Female,41075,2014,11,24,Monday
"Bengaluru, India",24-11-2014,Signature,Femaleuel,M,271962,2014,11,24,Monday
"Delhi, India",24-11-2014,Gold,Grocery,Female,156786,2014,11,24,Monday
"Bengaluru, India",24-11-2014,Silver,Entertainment,M,24565,2014,11,24,Monday
"Greater Mumbai, India",24-11-2014,Silver,Femaleuel,Female,264224,2014,11,24,Monday
"Kolkata, India",24-11-2014,Silver,Femaleuel,M,92218,2014,11,24,Monday
"Parbhani, India",24-11-2014,Signature,Grocery,Female,113398,2014,11,24,Monday
"Sikandra Rao, India",24-11-2014,Silver,Entertainment,Female,32789,2014,11,24,Monday
"Shajapur, India",24-11-2014,Silver,Grocery,Female,66411,2014,11,24,Monday
"Narkatiaganj, India",24-11-2014,Silver,Femaleuel,M,288884,2014,11,24,Monday
"Nashik, India",24-11-2014,Gold,Bills,Female,24459,2014,11,24,Monday
"Bengaluru, India",24-11-2014,Gold,Bills,M,97311,2014,11,24,Monday
"Kolkata, India",24-11-2014,Silver,Bills,M,148966,2014,11,24,Monday
"Surat, India",24-11-2014,Platinum,Grocery,M,41152,2014,11,24,Monday
"Surat, India",24-11-2014,Silver,Femaleood,M,196564,2014,11,24,Monday
"Kanpur, India",24-11-2014,Platinum,Femaleood,Female,164500,2014,11,24,Monday
"Hyderabad, India",24-11-2014,Gold,Entertainment,Female,181635,2014,11,24,Monday
"Pune, India",24-11-2014,Signature,Femaleood,Female,33929,2014,11,24,Monday
"Hyderabad, India",24-11-2014,Platinum,Travel,Female,265238,2014,11,24,Monday
"Lucknow, India",24-11-2014,Signature,Travel,M,165960,2014,11,24,Monday
"Surat, India",24-11-2014,Signature,Travel,Female,153774,2014,11,24,Monday
"Delhi, India",23-11-2014,Gold,Bills,M,128207,2014,11,23,Sunday
"Delhi, India",23-11-2014,Platinum,Entertainment,M,248737,2014,11,23,Sunday
"Greater Mumbai, India",23-11-2014,Gold,Femaleood,M,200007,2014,11,23,Sunday
"Ahmedabad, India",23-11-2014,Signature,Bills,M,182212,2014,11,23,Sunday
"Delhi, India",23-11-2014,Signature,Entertainment,M,250415,2014,11,23,Sunday
"Ahmedabad, India",23-11-2014,Silver,Entertainment,M,294785,2014,11,23,Sunday
"Delhi, India",23-11-2014,Signature,Femaleood,M,25264,2014,11,23,Sunday
"Ahmedabad, India",23-11-2014,Gold,Bills,Female,8229,2014,11,23,Sunday
"Bengaluru, India",23-11-2014,Platinum,Femaleuel,Female,11677,2014,11,23,Sunday
"Bengaluru, India",23-11-2014,Silver,Grocery,Female,118354,2014,11,23,Sunday
"Delhi, India",23-11-2014,Gold,Grocery,Female,142431,2014,11,23,Sunday
"Bengaluru, India",23-11-2014,Signature,Bills,M,265493,2014,11,23,Sunday
"Delhi, India",23-11-2014,Silver,Grocery,M,260293,2014,11,23,Sunday
"Ahmedabad, India",23-11-2014,Silver,Grocery,Female,74296,2014,11,23,Sunday
"Bengaluru, India",23-11-2014,Platinum,Grocery,Female,53487,2014,11,23,Sunday
"Delhi, India",23-11-2014,Platinum,Femaleood,M,157682,2014,11,23,Sunday
"Delhi, India",23-11-2014,Signature,Grocery,M,58389,2014,11,23,Sunday
"Bengaluru, India",23-11-2014,Signature,Grocery,Female,125789,2014,11,23,Sunday
"Ahmedabad, India",23-11-2014,Signature,Bills,Female,196033,2014,11,23,Sunday
"Wankaner, India",23-11-2014,Signature,Bills,Female,69203,2014,11,23,Sunday
"Sagar, India",23-11-2014,Silver,Entertainment,Female,250616,2014,11,23,Sunday
"Buxar, India",23-11-2014,Silver,Femaleuel,Female,235738,2014,11,23,Sunday
"Madhepura, India",23-11-2014,Signature,Grocery,Female,103465,2014,11,23,Sunday
"Nagari, India",23-11-2014,Gold,Grocery,M,276176,2014,11,23,Sunday
"Sirsa, India",23-11-2014,Gold,Femaleood,M,3450,2014,11,23,Sunday
"Washim, India",23-11-2014,Signature,Femaleuel,Female,163658,2014,11,23,Sunday
"Mira-Bhayandar, India",23-11-2014,Signature,Bills,Female,252927,2014,11,23,Sunday
"Mandla, India",23-11-2014,Signature,Femaleuel,Female,166116,2014,11,23,Sunday
"Manwath, India",23-11-2014,Platinum,Grocery,Female,52433,2014,11,23,Sunday
"Chennai, India",23-11-2014,Gold,Femaleood,Female,207792,2014,11,23,Sunday
"Pune, India",23-11-2014,Platinum,Entertainment,M,70101,2014,11,23,Sunday
"Chennai, India",23-11-2014,Signature,Femaleood,Female,50456,2014,11,23,Sunday
"Chennai, India",23-11-2014,Silver,Entertainment,Female,231774,2014,11,23,Sunday
"Jaipur, India",23-11-2014,Silver,Femaleuel,Female,27489,2014,11,23,Sunday
"Surat, India",23-11-2014,Signature,Femaleood,M,114654,2014,11,23,Sunday
"Chennai, India",23-11-2014,Signature,Entertainment,Female,24392,2014,11,23,Sunday
"Jaipur, India",23-11-2014,Platinum,Entertainment,Female,91245,2014,11,23,Sunday
"Surat, India",23-11-2014,Gold,Entertainment,M,215578,2014,11,23,Sunday
"Pune, India",23-11-2014,Signature,Entertainment,M,59870,2014,11,23,Sunday
"Chennai, India",23-11-2014,Gold,Travel,Female,236444,2014,11,23,Sunday
"Kolkata, India",23-11-2014,Signature,Travel,M,136863,2014,11,23,Sunday
"Delhi, India",22-11-2014,Silver,Bills,Female,263613,2014,11,22,Saturday
"Delhi, India",22-11-2014,Gold,Femaleood,Female,283575,2014,11,22,Saturday
"Bengaluru, India",22-11-2014,Silver,Femaleood,Female,127020,2014,11,22,Saturday
"Ahmedabad, India",22-11-2014,Signature,Femaleood,Female,66775,2014,11,22,Saturday
"Greater Mumbai, India",22-11-2014,Silver,Entertainment,Female,79441,2014,11,22,Saturday
"Bengaluru, India",22-11-2014,Signature,Femaleuel,Female,157671,2014,11,22,Saturday
"Ahmedabad, India",22-11-2014,Platinum,Femaleuel,M,197864,2014,11,22,Saturday
"Greater Mumbai, India",22-11-2014,Silver,Grocery,M,221221,2014,11,22,Saturday
"Delhi, India",22-11-2014,Signature,Femaleood,Female,77711,2014,11,22,Saturday
"Bengaluru, India",22-11-2014,Platinum,Femaleuel,M,252255,2014,11,22,Saturday
"Bengaluru, India",22-11-2014,Gold,Femaleood,Female,199156,2014,11,22,Saturday
"Delhi, India",22-11-2014,Gold,Bills,M,18648,2014,11,22,Saturday
"Greater Mumbai, India",22-11-2014,Signature,Femaleuel,M,295265,2014,11,22,Saturday
"Delhi, India",22-11-2014,Gold,Grocery,M,33498,2014,11,22,Saturday
"Greater Mumbai, India",22-11-2014,Gold,Grocery,M,238968,2014,11,22,Saturday
"Greater Mumbai, India",22-11-2014,Signature,Femaleood,M,35475,2014,11,22,Saturday
"Bengaluru, India",22-11-2014,Platinum,Bills,M,89747,2014,11,22,Saturday
"Bengaluru, India",22-11-2014,Signature,Femaleuel,Female,19888,2014,11,22,Saturday
"Greater Mumbai, India",22-11-2014,Gold,Bills,Female,177644,2014,11,22,Saturday
"Delhi, India",22-11-2014,Silver,Femaleood,Female,215684,2014,11,22,Saturday
"Ahmedabad, India",22-11-2014,Gold,Grocery,Female,271824,2014,11,22,Saturday
"Ahmedabad, India",22-11-2014,Signature,Bills,M,214465,2014,11,22,Saturday
"Delhi, India",22-11-2014,Signature,Femaleood,M,72784,2014,11,22,Saturday
"Bengaluru, India",22-11-2014,Signature,Femaleood,M,30977,2014,11,22,Saturday
"Panruti, India",22-11-2014,Gold,Entertainment,Female,50053,2014,11,22,Saturday
"Patiala, India",22-11-2014,Gold,Grocery,Female,207602,2014,11,22,Saturday
"Lalsot, India",22-11-2014,Platinum,Femaleuel,M,174371,2014,11,22,Saturday
"Sholingur, India",22-11-2014,Platinum,Bills,Female,35132,2014,11,22,Saturday
"Mandamarri, India",22-11-2014,Gold,Femaleuel,M,44615,2014,11,22,Saturday
"Dimapur, India",22-11-2014,Gold,Entertainment,Female,264269,2014,11,22,Saturday
"Tikamgarh, India",22-11-2014,Silver,Femaleuel,M,211962,2014,11,22,Saturday
"Sankeshwara, India",22-11-2014,Signature,Femaleuel,M,270775,2014,11,22,Saturday
"Guntakal, India",22-11-2014,Silver,Bills,Female,61223,2014,11,22,Saturday
"Jaipur, India",22-11-2014,Platinum,Femaleuel,Female,162961,2014,11,22,Saturday
"Lucknow, India",22-11-2014,Signature,Femaleuel,Female,256826,2014,11,22,Saturday
"Pune, India",22-11-2014,Gold,Grocery,Female,126464,2014,11,22,Saturday
"Hyderabad, India",22-11-2014,Silver,Grocery,Female,245669,2014,11,22,Saturday
"Hyderabad, India",22-11-2014,Gold,Grocery,M,178868,2014,11,22,Saturday
"Surat, India",22-11-2014,Gold,Femaleuel,M,237149,2014,11,22,Saturday
"Surat, India",22-11-2014,Gold,Entertainment,Female,189447,2014,11,22,Saturday
"Surat, India",22-11-2014,Silver,Grocery,Female,15241,2014,11,22,Saturday
"Pune, India",22-11-2014,Gold,Travel,Female,270147,2014,11,22,Saturday
"Chennai, India",22-11-2014,Silver,Travel,M,211295,2014,11,22,Saturday
"Bengaluru, India",21-11-2014,Silver,Bills,Female,271600,2014,11,21,Friday
"Bengaluru, India",21-11-2014,Silver,Grocery,Female,297242,2014,11,21,Friday
"Delhi, India",21-11-2014,Silver,Entertainment,Female,158851,2014,11,21,Friday
"Greater Mumbai, India",21-11-2014,Signature,Grocery,M,272613,2014,11,21,Friday
"Delhi, India",21-11-2014,Gold,Femaleood,Female,32747,2014,11,21,Friday
"Ahmedabad, India",21-11-2014,Signature,Entertainment,M,69389,2014,11,21,Friday
"Bengaluru, India",21-11-2014,Gold,Entertainment,M,108360,2014,11,21,Friday
"Delhi, India",21-11-2014,Signature,Entertainment,M,234684,2014,11,21,Friday
"Bengaluru, India",21-11-2014,Gold,Bills,M,112218,2014,11,21,Friday
"Bengaluru, India",21-11-2014,Silver,Femaleood,Female,60808,2014,11,21,Friday
"Delhi, India",21-11-2014,Silver,Grocery,Female,228769,2014,11,21,Friday
"Delhi, India",21-11-2014,Platinum,Grocery,M,108736,2014,11,21,Friday
"Bengaluru, India",21-11-2014,Platinum,Femaleuel,M,221402,2014,11,21,Friday
"Ahmedabad, India",21-11-2014,Silver,Grocery,Female,106011,2014,11,21,Friday
"Bengaluru, India",21-11-2014,Silver,Bills,M,260501,2014,11,21,Friday
"Greater Mumbai, India",21-11-2014,Platinum,Entertainment,Female,226230,2014,11,21,Friday
"Ahmedabad, India",21-11-2014,Gold,Grocery,Female,182994,2014,11,21,Friday
"Delhi, India",21-11-2014,Signature,Grocery,M,96354,2014,11,21,Friday
"Ahmedabad, India",21-11-2014,Platinum,Entertainment,Female,297093,2014,11,21,Friday
"Ahmedabad, India",21-11-2014,Gold,Femaleood,M,49942,2014,11,21,Friday
"Ahmedabad, India",21-11-2014,Silver,Entertainment,M,94721,2014,11,21,Friday
"Shahbad, India",21-11-2014,Signature,Entertainment,M,252450,2014,11,21,Friday
"Jammalamadugu, India",21-11-2014,Silver,Grocery,Female,298259,2014,11,21,Friday
"Thoubal, India",21-11-2014,Gold,Entertainment,M,25865,2014,11,21,Friday
"Mudhol, India",21-11-2014,Platinum,Entertainment,M,48969,2014,11,21,Friday
"Narkatiaganj, India",21-11-2014,Gold,Grocery,M,137779,2014,11,21,Friday
"Porsa, India",21-11-2014,Silver,Bills,Female,116915,2014,11,21,Friday
"Moradabad, India",21-11-2014,Gold,Entertainment,M,68470,2014,11,21,Friday
"Raipur, India",21-11-2014,Signature,Entertainment,M,245537,2014,11,21,Friday
"Talaja, India",21-11-2014,Signature,Femaleood,Female,190623,2014,11,21,Friday
"Kasaragod, India",21-11-2014,Signature,Femaleood,Female,13463,2014,11,21,Friday
"Mandsaur, India",21-11-2014,Silver,Femaleood,Female,80661,2014,11,21,Friday
"Sikandra Rao, India",21-11-2014,Platinum,Femaleuel,Female,151440,2014,11,21,Friday
"Karur, India",21-11-2014,Gold,Bills,Female,271819,2014,11,21,Friday
"Chennai, India",21-11-2014,Gold,Femaleood,M,36677,2014,11,21,Friday
"Hyderabad, India",21-11-2014,Gold,Femaleuel,Female,93681,2014,11,21,Friday
"Chennai, India",21-11-2014,Platinum,Entertainment,M,219884,2014,11,21,Friday
"Surat, India",21-11-2014,Gold,Grocery,M,152314,2014,11,21,Friday
"Kolkata, India",21-11-2014,Signature,Entertainment,M,57785,2014,11,21,Friday
"Pune, India",21-11-2014,Signature,Femaleuel,Female,49910,2014,11,21,Friday
"Chennai, India",21-11-2014,Signature,Femaleood,M,210018,2014,11,21,Friday
"Hyderabad, India",21-11-2014,Signature,Entertainment,Female,106970,2014,11,21,Friday
"Hyderabad, India",21-11-2014,Signature,Entertainment,Female,86353,2014,11,21,Friday
"Hyderabad, India",21-11-2014,Gold,Bills,M,111511,2014,11,21,Friday
"Pune, India",21-11-2014,Platinum,Bills,Female,13593,2014,11,21,Friday
"Pune, India",21-11-2014,Gold,Travel,Female,215577,2014,11,21,Friday
"Hyderabad, India",21-11-2014,Gold,Travel,Female,75263,2014,11,21,Friday
"Chennai, India",21-11-2014,Gold,Travel,M,288627,2014,11,21,Friday
"Hyderabad, India",21-11-2014,Gold,Travel,M,217264,2014,11,21,Friday
"Lucknow, India",21-11-2014,Gold,Travel,M,106023,2014,11,21,Friday
"Bengaluru, India",20-11-2014,Platinum,Bills,Female,140584,2014,11,20,Thursday
